id,name,youtube_url,created_at
227,Remote Control,https://www.allmusic.com/artist/wayne-shorter-mn0000250435,2025-03-20 12:05:22
228,Girl I Love You,https://www.allmusic.com/artist/massive-attack-mn0000378288,2025-03-20 12:05:22
229,The Mystery of Inisherin,https://www.allmusic.com/artist/carter-burwell-mn0000149173,2025-03-20 12:05:22
230,Beki Miri,https://www.allmusic.com/artist/amadou-mariam-mn0000013647,2025-03-20 12:05:22
231,"Alabama Song, for voice & orchestra (from ""Aufstieg und Fall der Stadt Mahagonny"")~Alabama Song",https://www.allmusic.com/artist/marianne-faithfull-mn0000651107,2025-03-20 12:05:22
232,(Back Home Again In) Indiana,https://www.allmusic.com/artist/barney-kessel-mn0000784527,2025-03-20 12:05:58
234,Minipops 67 [Source Field Mix],https://www.allmusic.com/artist/aphex-twin-mn0000493848,2025-03-20 12:05:58
235,"Piano Concerto, Op. 38~1. Allegro appassionato",https://www.allmusic.com/artist/keith-jarrett-mn0000066570,2025-03-20 12:05:58
236,Mettavolution,https://www.allmusic.com/artist/rodrigo-y-gabriela-mn0000400110,2025-03-20 12:05:58
237,As the Spirit Sings,https://www.allmusic.com/artist/john-mclaughlin-mn0000223701,2025-03-20 12:05:58
238,Fascination Street,https://www.allmusic.com/artist/the-cure-mn0000137390,2025-03-20 12:06:31
240,Providence,https://www.allmusic.com/artist/sonic-youth-mn0000755156,2025-03-20 12:06:31
241,Rhinoceros,https://www.allmusic.com/artist/the-smashing-pumpkins-mn0000036521,2025-03-20 12:06:31
243,Feed Me with Your Kiss,https://www.allmusic.com/artist/my-bloody-valentine-mn0000937003,2025-03-20 12:06:31
244,Baker Street,https://www.allmusic.com/artist/gerry-rafferty-mn0000945196,2025-03-20 12:06:31
245,Do You Realize??,https://www.allmusic.com/artist/the-flaming-lips-mn0000065590,2025-03-20 12:06:31
246,I'll Come Running,https://www.allmusic.com/artist/brian-eno-mn0000617196,2025-03-20 12:06:31
247,Lost Cause,https://www.allmusic.com/artist/beck-mn0000124492,2025-03-20 12:06:31
252,Pink Moon,https://www.allmusic.com/artist/nick-drake-mn0000336783,2025-03-20 12:07:09
253,Bird on a Wire,https://www.allmusic.com/artist/leonard-cohen-mn0000071209,2025-03-20 12:07:09
254,John the Revelator,https://www.allmusic.com/artist/son-house-mn0000753094,2025-03-20 12:07:09
255,Phase Dance,https://www.allmusic.com/artist/mark-egan-mn0000287514,2025-03-20 12:07:10
256,Black Cat Bone,https://www.allmusic.com/artist/lightnin-hopkins-mn0000825208,2025-03-20 12:07:10
257,Bright Mississippi,https://www.allmusic.com/artist/thelonious-monk-quartet-mn0000491786,2025-03-20 12:07:10
258,Bird on the Wire,https://www.allmusic.com/artist/leonard-cohen-mn0000071209,2025-03-20 12:07:43
259,Sundown,https://www.allmusic.com/artist/gordon-lightfoot-mn0000667794,2025-03-20 12:07:43
260,Autumn Sweater,https://www.allmusic.com/artist/yo-la-tengo-mn0000687487,2025-03-20 12:07:43
261,Time of the Season,https://www.allmusic.com/artist/the-zombies-mn0000582313,2025-03-20 12:07:43
263,Old Man,https://www.allmusic.com/artist/neil-young-mn0000379125,2025-03-20 12:07:43
264,September Gurls,https://www.allmusic.com/artist/big-star-mn0000051992,2025-03-20 12:07:43
265,Harvest Moon,https://www.allmusic.com/artist/neil-young-mn0000379125,2025-03-20 12:07:43
266,Miss Misery,https://www.allmusic.com/artist/elliott-smith-mn0000172167,2025-03-20 12:07:43
267,Autumn Serenade,https://www.allmusic.com/artist/john-coltrane-mn0000175553,2025-03-20 12:07:43
268,Don't Fight the Feelin',https://www.allmusic.com/artist/too-hort-mn0001052511,2025-03-20 12:08:16
269,Liquid Swords,https://www.allmusic.com/artist/gza-mn0000170084,2025-03-20 12:08:16
270,One Step Closer,https://www.allmusic.com/artist/linkin-park-mn0000289599,2025-03-20 12:08:16
271,Intro/Dead People,https://www.allmusic.com/artist/louis-ck-mn0001035974,2025-03-20 12:08:16
272,How to Rob,https://www.allmusic.com/artist/50-cent-mn0000919805,2025-03-20 12:08:16
273,I Cram to Understand U,https://www.allmusic.com/artist/mc-lyte-mn0000220590,2025-03-20 12:08:17
274,"The Pride, Pts. 1 & 2",https://www.allmusic.com/artist/the-isley-brothers-mn0000766893,2025-03-20 12:08:17
275,Interzone 1,https://www.allmusic.com/artist/john-zorn-mn0000239329,2025-03-20 12:08:17
276,6 'n the Mornin',https://www.allmusic.com/artist/ice-t-mn0000072003,2025-03-20 12:08:17
277,Eat Me,https://www.allmusic.com/artist/demi-lovato-mn0000996127,2025-03-20 12:08:17
278,May-Ree Mack,https://www.allmusic.com/artist/ella-jenkins-mn0000798086,2025-03-20 12:08:51
279,"Music for 18 Musicians, for 4 female voices & 16 instruments~Pulses",https://www.allmusic.com/artist/steve-reich-mn0000037658,2025-03-20 12:08:51
280,Cocaine Blues,https://www.allmusic.com/artist/johnny-cash-mn0000816890,2025-03-20 12:08:51
281,Miss Mary Mack,https://www.allmusic.com/artist/ella-jenkins-mn0000798086,2025-03-20 12:08:51
291,Downtown Train,https://www.allmusic.com/artist/tom-waits-mn0000615119,2025-03-20 12:09:32
292,Voices Carry,https://www.allmusic.com/artist/til-tuesday-mn0000498961,2025-03-20 12:10:05
293,Amelia,https://www.allmusic.com/artist/joni-mitchell-mn0000270491,2025-03-20 12:10:05
294,Song to the Siren,https://www.allmusic.com/artist/tim-buckley-mn0000595101,2025-03-20 12:10:05
295,I Fall to Pieces,https://www.allmusic.com/artist/patsy-cline-mn0000014651,2025-03-20 12:10:05
296,Who Knows Where the Time Goes?,https://www.allmusic.com/artist/fairport-convention-mn0000162233,2025-03-20 12:10:05
297,Here Comes a Regular,https://www.allmusic.com/artist/the-replacements-mn0000422405,2025-03-20 12:10:05
298,I Just Don't Know What to Do With Myself,https://www.allmusic.com/artist/dionne-warwick-mn0000165011,2025-03-20 12:10:05
299,Funny How Time Slips Away,https://www.allmusic.com/artist/willie-nelson-mn0000583959,2025-03-20 12:10:05
300,Bus Stop,https://www.allmusic.com/artist/the-hollies-mn0000087985,2025-03-20 12:10:05
301,I Am the Cosmos,https://www.allmusic.com/artist/chris-bell-mn0000105845,2025-03-20 12:10:05
302,Got the Blues for Murder Only,https://www.allmusic.com/artist/lonnie-johnson-mn0000275401,2025-03-20 12:10:40
303,Walkin' the Floor Over You,https://www.allmusic.com/artist/ernest-tubb-mn0000200775,2025-03-20 12:10:40
307,War Pigs,https://www.allmusic.com/artist/black-sabbath-mn0000771438,2025-03-20 12:10:40
310,Poor Me,https://www.allmusic.com/artist/charley-patton-mn0000166058,2025-03-20 12:10:40
313,Doctor Jazz,https://www.allmusic.com/artist/jelly-roll-morton-mn0000317290,2025-03-20 12:11:14
315,Pressure Drop,https://www.allmusic.com/artist/toots-the-maytals-mn0000790988,2025-03-20 12:11:15
318,Spoonful,https://www.allmusic.com/artist/howlin-wolf-mn0000276085,2025-03-20 12:11:15
319,Roast Fish and Cornbread,https://www.allmusic.com/artist/lee-scratch-perry-mn0000785380,2025-03-20 12:11:15
321,It's Like That,https://www.allmusic.com/artist/run-dmc-mn0000358408,2025-03-20 12:11:15
323,Ain't No *****,https://www.allmusic.com/artist/jay-z-mn0000224257,2025-03-20 12:11:50
324,Black Skinhead,https://www.allmusic.com/artist/kanye-west-mn0000361014,2025-03-20 12:11:50
326,I Just Can't Help Believin',https://www.allmusic.com/artist/elvis-presley-mn0000180228,2025-03-20 12:11:50
329,Superman~Love Theme from Superman,https://www.allmusic.com/artist/london-symphony-orchestra-mn0000602907,2025-03-20 12:11:50
330,Power,https://www.allmusic.com/artist/kanye-west-mn0000361014,2025-03-20 12:11:50
331,Sucker M.C.'s (Krush-Groove 1),https://www.allmusic.com/artist/run-dmc-mn0000358408,2025-03-20 12:11:50
332,The Hard Way,https://www.allmusic.com/artist/otis-spann-mn0000486775,2025-03-20 12:12:25
334,Run Away with Me,https://www.allmusic.com/artist/carly-rae-jepsen-mn0002089077,2025-03-20 12:12:25
335,gnx,https://www.allmusic.com/artist/hitta-j3-mn0003346207,2025-03-20 12:12:25
336,Human,https://www.allmusic.com/artist/the-killers-mn0000670226,2025-03-20 12:12:25
337,Learning to Breathe,https://www.allmusic.com/artist/damu-the-fudgemunk-mn0000985856,2025-03-20 12:12:25
338,You're Humbuggin' Me,https://www.allmusic.com/artist/the-fabulous-thunderbirds-mn0000126048,2025-03-20 12:12:25
339,200mph,https://www.allmusic.com/artist/bad-bunny-mn0003595289,2025-03-20 12:12:25
340,Chica Ni Lambo,https://www.allmusic.com/artist/eddie-palmieri-mn0000172612,2025-03-20 12:12:25
348,"Get Up (I Feel Like Being A) Sex Machine, Pt. 1",https://www.allmusic.com/artist/james-brown-mn0000128099,2025-03-20 12:13:00
350,"Clink, Clink, Another Drink",https://www.allmusic.com/artist/spike-jones-mn0000744548,2025-03-20 12:13:00
351,Coat of Many Colors,https://www.allmusic.com/artist/dolly-parton-mn0000175286,2025-03-20 12:13:34
352,Give Up the Funk (Tear the Roof off the Sucker),https://www.allmusic.com/artist/parliament-mn0000129775,2025-03-20 12:13:34
353,Boo Ann's Grand,https://www.allmusic.com/artist/woody-shaw-mn0000680003,2025-03-20 12:13:34
354,I Don't Wanna Be Kissed (By Anyone But You),https://www.allmusic.com/artist/miles-davis-mn0000423829,2025-03-20 12:13:34
355,Cristo Redentor,https://www.allmusic.com/artist/donald-byrd-mn0000149946,2025-03-20 12:13:34
356,Straight Life,https://www.allmusic.com/artist/freddie-hubbard-mn0000798326,2025-03-20 12:13:34
357,Saturday in the Park,https://www.allmusic.com/artist/chicago-mn0000110161,2025-03-20 12:13:34
358,I Don't Wanna Play House,https://www.allmusic.com/artist/tammy-wynette-mn0000136640,2025-03-20 12:13:34
359,Lady Fingers,https://www.allmusic.com/artist/herb-alpert-mn0000674332,2025-03-20 12:13:34
360,Vivir Mi Vida,https://www.allmusic.com/artist/marc-anthony-mn0000673486,2025-03-20 12:13:34
368,Rebel Rebel,https://www.allmusic.com/artist/david-bowie-mn0000531986,2025-03-20 12:14:09
369,Try a Little Tenderness,https://www.allmusic.com/artist/otis-redding-mn0000414251,2025-03-20 12:14:09
370,Mr. Blue Sky,https://www.allmusic.com/artist/electric-light-orchestra-mn0000163229,2025-03-20 12:14:09
371,Blowin' up a Storm,https://www.allmusic.com/artist/woody-herman-mn0000958076,2025-03-20 12:14:44
373,Say It Isn't So,https://www.allmusic.com/artist/daryl-hall-john-oates-mn0000674887,2025-03-20 12:14:44
374,That Don't Impress Me Much,https://www.allmusic.com/artist/shania-twain-mn0000161808,2025-03-20 12:14:44
375,Big Yellow Taxi,https://www.allmusic.com/artist/amy-grant-mn0000024944,2025-03-20 12:14:44
380,Crazy Rhythm,https://www.allmusic.com/artist/benny-carter-his-orchestra-mn0000155853,2025-03-20 12:14:44
381,"Walk, Don't Run",https://www.allmusic.com/artist/the-ventures-mn0000921965,2025-03-20 12:15:18
384,Jesse James,https://www.allmusic.com/artist/woody-guthrie-mn0000577531,2025-03-20 12:15:18
386,Unit Structure/As of a Now/Section,https://www.allmusic.com/artist/cecil-taylor-mn0000988386,2025-03-20 12:15:18
387,Everyday I Write the Book,https://www.allmusic.com/artist/elvis-costello-mn0000058549,2025-03-20 12:15:19
388,Candy Says,https://www.allmusic.com/artist/the-velvet-underground-mn0000840402,2025-03-20 12:15:19
389,Man-Size,https://www.allmusic.com/artist/pj-harvey-mn0000000335,2025-03-20 12:15:19
390,Congeniality,https://www.allmusic.com/artist/ornette-coleman-mn0000484396,2025-03-20 12:15:19
396,The Bottle Let Me Down,https://www.allmusic.com/artist/merle-haggard-mn0000410219,2025-03-20 12:15:53
398,Strange Fruit,https://www.allmusic.com/artist/billie-holiday-mn0000079016,2025-03-20 12:15:53
401,Desafinado,https://www.allmusic.com/artist/stan-getz-mn0000742899,2025-03-20 12:16:29
402,Theme From Silk Road,https://www.allmusic.com/artist/kitaro-mn0000081017,2025-03-20 12:16:29
403,Batidinha,https://www.allmusic.com/artist/ant%C3%B4nio-carlos-jobim-mn0000781837,2025-03-20 12:16:29
405,O Trem Azul (The Blue Train),https://www.allmusic.com/artist/l%C3%B4-borges-mn0000827524,2025-03-20 12:16:29
408,Storms in Africa,https://www.allmusic.com/artist/enya-mn0000988471,2025-03-20 12:16:29
410,Is This Me?,https://www.allmusic.com/artist/jim-reeves-mn0000903609,2025-03-20 12:16:29
413,A Sailor's Life,https://www.allmusic.com/artist/fairport-convention-mn0000162233,2025-03-20 12:17:05
414,Tin Soldier,https://www.allmusic.com/artist/small-faces-mn0000423267,2025-03-20 12:17:05
415,Way Out West,https://www.allmusic.com/artist/sonny-rollins-mn0000039656,2025-03-20 12:17:05
416,Exotica,https://www.allmusic.com/artist/martin-denny-mn0000311074,2025-03-20 12:17:05
417,Five Years,https://www.allmusic.com/artist/david-bowie-mn0000531986,2025-03-20 12:17:05
418,I'm in Love with My Car,https://www.allmusic.com/artist/queen-mn0000858827,2025-03-20 12:17:05
419,Bohemian Rhapsody,https://www.allmusic.com/artist/queen-mn0000858827,2025-03-20 12:17:05
420,South Side,https://www.allmusic.com/artist/moby-mn0000477116,2025-03-20 12:17:05
421,Gravity Rides Everything,https://www.allmusic.com/artist/modest-mouse-mn0000480086,2025-03-20 12:17:40
422,"Experiment in Terror, film score~Golden Gate Twist",https://www.allmusic.com/artist/henry-mancini-mn0000678009,2025-03-20 12:17:40
425,Linus & Lucy,https://www.allmusic.com/artist/vince-guaraldi-trio-mn0000213089,2025-03-20 12:18:16
428,Mr. Bojangles,https://www.allmusic.com/artist/sammy-davis-jr-mn0000294376,2025-03-20 12:18:16
432,I'll Go to My Grave Loving You,https://www.allmusic.com/artist/the-statler-brothers-mn0000578031,2025-03-20 12:18:16
433,"The I Don't Know Where I'm Going, But I'm Goin' Nowhere in a Hurry Blues",https://www.allmusic.com/artist/steve-goodman-mn0000032366,2025-03-20 12:18:52
434,The Velocity of Love,https://www.allmusic.com/artist/suzanne-ciani-mn0000046345,2025-03-20 12:18:52
436,Watchin' Joey Glow,https://www.allmusic.com/artist/steve-goodman-mn0000032366,2025-03-20 12:18:52
437,Super Freaky Girl,https://www.allmusic.com/artist/nicki-minaj-mn0001013175,2025-03-20 12:18:52
438,Reedin,https://www.allmusic.com/artist/wagon-christ-mn0000229210,2025-03-20 12:18:52
439,Brand New,https://www.allmusic.com/artist/pharrell-williams-mn0000275757,2025-03-20 12:18:52
440,Wonderbread,https://www.allmusic.com/artist/danny-brown-mn0001477553,2025-03-20 12:18:52
441,By the Sea,https://www.allmusic.com/artist/annaleigh-ashford-mn0001575846,2025-03-20 12:18:52
443,West Side Baby,https://www.allmusic.com/artist/t-bone-walker-mn0000003829,2025-03-20 12:19:28
455,Don't Do Me Like That,https://www.allmusic.com/artist/tom-petty-the-heartbreakers-mn0000614137,2025-03-20 12:20:04
457,Why Baby Why,https://www.allmusic.com/artist/george-jones-mn0000944310,2025-03-20 12:20:04
462,I Can See Clearly Now,https://www.allmusic.com/artist/jimmy-cliff-mn0000295276,2025-03-20 12:20:04
464,Isfahan,https://www.allmusic.com/artist/joe-henderson-mn0000139804,2025-03-20 12:20:39
466,Dolphin Dance,https://www.allmusic.com/artist/herbie-hancock-mn0000957296,2025-03-20 12:20:39
